Row ID,Order ID,Order Date,Simulated Ship Date,Customer ID,Country/Region,City,State/Province,Region,Postal Code,Division,Product ID,Product Name,Factory ID,Factory,Factory Latitude,Factory Longitude,Factory Location,Factory -> State Route,Factory -> Region Route,Route ID,Customer Location,Ship Mode,Shipping Lead Time,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Order Year,Order Quarter,Order Month Number,Order Month Name,Order Week Number,Order Day,Order Day Name,Ship Year,Ship Quarter,Ship Month Number,Ship Month Name,Ship Week Number,Ship Day,Ship Day Name,Sales,Units,Cost,Gross Profit,Sales Per Unit,Cost Per Unit,Profit Margin %,Ship Date Valid,Is US Record
4487,US-2023-150889-CHO-NUT-13000,2025-03-20,2025-03-24,150889,United States,Evanston,Illinois,Interior,60201,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior,R0014,"Evanston, Illinois",Second Class,,4,Moderate Delay,Good,2025,1,3,March,12,20,Thursday,2025,1,3,March,13,24,Monday,3.49,1,1.0,2.49,3.49,1.0,71.34670487106017,False,True
4488,US-2023-156986-CHO-MIL-31000,2025-03-20,2025-03-27,156986,United States,Salem,Oregon,Pacific,97301,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Oregon,Wicked Choccy's -> Pacific,R0181,"Salem, Oregon",Standard Class,,7,Delayed,Poor,2025,1,3,March,12,20,Thursday,2025,1,3,March,13,27,Thursday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
4489,US-2023-133879-CHO-NUT-13000,2025-03-21,2025-03-25,133879,United States,Chicago,Illinois,Interior,60623,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior,R0014,"Chicago, Illinois",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,12,21,Friday,2025,1,3,March,13,25,Tuesday,17.45,5,5.0,12.45,3.4899999999999998,1.0,71.34670487106017,False,True
4490,US-2023-163153-CHO-MIL-31000,2025-03-21,2025-03-25,163153,United States,Houston,Texas,Interior,77036,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,12,21,Friday,2025,1,3,March,13,25,Tuesday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
4491,US-2023-163153-CHO-MIL-31000,2025-03-21,2025-03-28,163153,United States,Houston,Texas,Interior,77036,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Standard Class,,7,Delayed,Poor,2025,1,3,March,12,21,Friday,2025,1,3,March,13,28,Friday,3.25,1,1.14,2.11,3.25,1.14,64.92307692307692,False,True
4492,US-2023-133879-CHO-MIL-31000,2025-03-21,2025-03-27,133879,United States,Chicago,Illinois,Interior,60623,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior,R0153,"Chicago, Illinois",Standard Class,,6,Delayed,Average,2025,1,3,March,12,21,Friday,2025,1,3,March,13,27,Thursday,9.75,3,3.42,6.33,3.25,1.14,64.92307692307693,False,True
4493,US-2023-133879-CHO-TRI-54000,2025-03-21,2025-03-27,133879,United States,Chicago,Illinois,Interior,60623,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior,R0153,"Chicago, Illinois",Standard Class,,6,Delayed,Average,2025,1,3,March,12,21,Friday,2025,1,3,March,13,27,Thursday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
4494,US-2023-118899-CHO-MIL-31000,2025-03-22,2025-03-22,118899,United States,Seattle,Washington,Pacific,98103,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific,R0194,"Seattle, Washington",Same Day,,0,On Time,Excellent,2025,1,3,March,12,22,Saturday,2025,1,3,March,12,22,Saturday,22.75,7,7.98,14.77,3.25,1.1400000000000001,64.92307692307692,False,True
4495,US-2023-107615-CHO-NUT-13000,2025-03-22,2025-03-23,107615,United States,North Las Vegas,Nevada,Pacific,89031,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Nevada,Lot's O' Nuts -> Pacific,R0030,"North Las Vegas, Nevada",First Class,,1,On Time,Excellent,2025,1,3,March,12,22,Saturday,2025,1,3,March,12,23,Sunday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
4496,US-2023-130911-CHO-TRI-54000,2025-03-24,2025-03-29,130911,United States,Cleveland,Ohio,Atlantic,44105,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic,R0178,"Cleveland, Ohio",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,24,Monday,2025,1,3,March,13,29,Saturday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4497,US-2023-130911-CHO-SCR-58000,2025-03-24,2025-03-27,130911,United States,Cleveland,Ohio,Atlantic,44105,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic,R0039,"Cleveland, Ohio",Second Class,,3,On Time,Good,2025,1,3,March,13,24,Monday,2025,1,3,March,13,27,Thursday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
4498,US-2023-113803-CHO-FUD-51000,2025-03-24,2025-03-26,113803,United States,Richmond,Indiana,Interior,47374,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Indiana,Lot's O' Nuts -> Interior,R0015,"Richmond, Indiana",First Class,,2,On Time,Excellent,2025,1,3,March,13,24,Monday,2025,1,3,March,13,26,Wednesday,3.6,1,1.2,2.4,3.6,1.2,66.66666666666666,False,True
4499,US-2023-164189-CHO-MIL-31000,2025-03-24,2025-03-29,164189,United States,Gresham,Oregon,Pacific,97030,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Oregon,Wicked Choccy's -> Pacific,R0181,"Gresham, Oregon",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,24,Monday,2025,1,3,March,13,29,Saturday,13.0,4,4.56,8.44,3.25,1.14,64.92307692307692,False,True
4500,US-2023-120082-CHO-SCR-58000,2025-03-25,2025-03-28,120082,United States,New York City,New York,Atlantic,10024,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Second Class,,3,On Time,Good,2025,1,3,March,13,25,Tuesday,2025,1,3,March,13,28,Friday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
4501,US-2023-134887-CHO-FUD-51000,2025-03-25,2025-03-25,134887,United States,Norman,Oklahoma,Interior,73071,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Oklahoma,Lot's O' Nuts -> Interior,R0040,"Norman, Oklahoma",Same Day,,0,On Time,Excellent,2025,1,3,March,13,25,Tuesday,2025,1,3,March,13,25,Tuesday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
4502,US-2023-161361-CHO-TRI-54000,2025-03-26,2025-03-31,161361,United States,Pocatello,Idaho,Pacific,83201,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Idaho,Wicked Choccy's -> Pacific,R0152,"Pocatello, Idaho",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,26,Wednesday,2025,1,3,March,14,31,Monday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4503,US-2023-161361-CHO-NUT-13000,2025-03-26,2025-03-31,161361,United States,Pocatello,Idaho,Pacific,83201,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Idaho,Lot's O' Nuts -> Pacific,R0013,"Pocatello, Idaho",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,26,Wednesday,2025,1,3,March,14,31,Monday,10.47,3,3.0,7.47,3.49,1.0,71.34670487106017,False,True
4504,US-2023-162677-CHO-TRI-54000,2025-03-26,2025-03-27,162677,United States,Jacksonville,North Carolina,Gulf,28540,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> North Carolina,Wicked Choccy's -> Gulf,R0175,"Jacksonville, North Carolina",First Class,,1,On Time,Excellent,2025,1,3,March,13,26,Wednesday,2025,1,3,March,13,27,Thursday,18.75,5,6.5,12.25,3.75,1.3,65.33333333333333,False,True
4505,US-2023-123666-CHO-MIL-31000,2025-03-26,2025-03-31,123666,United States,New York City,New York,Atlantic,10011,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,26,Wednesday,2025,1,3,March,14,31,Monday,16.25,5,5.7,10.55,3.25,1.1400000000000001,64.92307692307693,False,True
4506,US-2023-162677-CHO-TRI-54000,2025-03-26,2025-03-28,162677,United States,Jacksonville,North Carolina,Gulf,28540,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> North Carolina,Wicked Choccy's -> Gulf,R0175,"Jacksonville, North Carolina",First Class,,2,On Time,Excellent,2025,1,3,March,13,26,Wednesday,2025,1,3,March,13,28,Friday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4507,US-2023-119074-CHO-FUD-51000,2025-03-27,2025-04-01,119074,United States,Columbus,Georgia,Gulf,31907,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Georgia,Lot's O' Nuts -> Gulf,R0012,"Columbus, Georgia",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,14.4,4,4.8,9.6,3.6,1.2,66.66666666666666,False,True
4508,US-2023-119074-CHO-NUT-13000,2025-03-27,2025-04-02,119074,United States,Columbus,Georgia,Gulf,31907,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Georgia,Lot's O' Nuts -> Gulf,R0012,"Columbus, Georgia",Standard Class,,6,Delayed,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,2,Wednesday,3.49,1,1.0,2.49,3.49,1.0,71.34670487106017,False,True
4509,US-2023-119074-CHO-SCR-58000,2025-03-27,2025-04-01,119074,United States,Columbus,Georgia,Gulf,31907,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Georgia,Lot's O' Nuts -> Gulf,R0012,"Columbus, Georgia",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
4510,US-2023-131380-CHO-SCR-58000,2025-03-28,2025-03-31,131380,United States,Los Angeles,California,Pacific,90032,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Los Angeles, California",Second Class,,3,On Time,Good,2025,1,3,March,13,28,Friday,2025,1,3,March,14,31,Monday,3.6,1,1.1,2.5,3.6,1.1,69.44444444444444,False,True
4511,US-2023-162901-CHO-FUD-51000,2025-03-28,2025-03-30,162901,United States,Arlington,Virginia,Gulf,22204,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf,R0053,"Arlington, Virginia",First Class,,2,On Time,Excellent,2025,1,3,March,13,28,Friday,2025,1,3,March,13,30,Sunday,7.2,2,2.4,4.8,3.6,1.2,66.66666666666666,False,True
4512,US-2023-131380-CHO-TRI-54000,2025-03-28,2025-04-01,131380,United States,Los Angeles,California,Pacific,90032,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Los Angeles, California",Second Class,,4,Moderate Delay,Good,2025,1,3,March,13,28,Friday,2025,2,4,April,14,1,Tuesday,15.0,4,5.2,9.8,3.75,1.3,65.33333333333334,False,True
4513,US-2023-127236-CHO-SCR-58000,2025-03-29,2025-04-02,127236,United States,Springfield,Ohio,Atlantic,45503,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic,R0039,"Springfield, Ohio",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,2,Wednesday,18.0,5,5.5,12.5,3.6,1.1,69.44444444444444,False,True
4514,US-2023-152555-CHO-FUD-51000,2025-03-29,2025-04-03,152555,United States,Chicago,Illinois,Interior,60653,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior,R0014,"Chicago, Illinois",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,3,Thursday,21.6,6,7.2,14.4,3.6,1.2,66.66666666666666,False,True
4515,US-2023-167556-CHO-FUD-51000,2025-03-29,2025-04-02,167556,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,2,Wednesday,28.8,8,9.6,19.2,3.6,1.2,66.66666666666666,False,True
4516,US-2023-167556-CHO-SCR-58000,2025-03-29,2025-04-02,167556,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,2,Wednesday,25.2,7,7.7,17.5,3.6,1.1,69.44444444444444,False,True
4517,US-2023-167556-CHO-TRI-54000,2025-03-29,2025-04-04,167556,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,6,Delayed,Average,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,4,Friday,18.75,5,6.5,12.25,3.75,1.3,65.33333333333333,False,True
4518,US-2023-167556-CHO-MIL-31000,2025-03-29,2025-04-04,167556,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,6,Delayed,Average,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,4,Friday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
4519,US-2023-152555-CHO-TRI-54000,2025-03-29,2025-04-01,152555,United States,Chicago,Illinois,Interior,60653,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior,R0153,"Chicago, Illinois",Second Class,,3,On Time,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,1,Tuesday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4520,US-2023-127236-CHO-TRI-54000,2025-03-29,2025-04-03,127236,United States,Springfield,Ohio,Atlantic,45503,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic,R0178,"Springfield, Ohio",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,3,Thursday,15.0,4,5.2,9.8,3.75,1.3,65.33333333333334,False,True
4521,US-2023-152555-CHO-SCR-58000,2025-03-29,2025-04-01,152555,United States,Chicago,Illinois,Interior,60653,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior,R0014,"Chicago, Illinois",Second Class,,3,On Time,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,1,Tuesday,28.8,8,8.8,20.0,3.6,1.1,69.44444444444444,False,True
4522,US-2023-128258-CHO-MIL-31000,2025-03-30,2025-04-01,128258,United States,Norwich,Connecticut,Atlantic,06360,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Connecticut,Wicked Choccy's -> Atlantic,R0147,"Norwich, Connecticut",First Class,,2,On Time,Excellent,2025,1,3,March,13,30,Sunday,2025,2,4,April,14,1,Tuesday,3.25,1,1.14,2.11,3.25,1.14,64.92307692307692,False,True
4523,US-2023-124100-CHO-MIL-31000,2025-03-31,2025-04-05,124100,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,14,31,Monday,2025,2,4,April,14,5,Saturday,19.5,6,6.84,12.66,3.25,1.14,64.92307692307693,False,True
4524,US-2023-151827-CHO-NUT-13000,2025-03-31,2025-04-03,151827,United States,Philadelphia,Pennsylvania,Atlantic,19134,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic,R0043,"Philadelphia, Pennsylvania",Second Class,,3,On Time,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,3,Thursday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
4525,US-2023-151827-CHO-TRI-54000,2025-03-31,2025-04-04,151827,United States,Philadelphia,Pennsylvania,Atlantic,19134,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Pennsylvania,Wicked Choccy's -> Atlantic,R0182,"Philadelphia, Pennsylvania",Second Class,,4,Moderate Delay,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,4,Friday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4526,US-2023-111213-CHO-FUD-51000,2025-04-01,2025-04-08,111213,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,7,Delayed,Poor,2025,2,4,April,14,1,Tuesday,2025,2,4,April,15,8,Tuesday,21.6,6,7.2,14.4,3.6,1.2,66.66666666666666,False,True
4527,US-2023-127985-CHO-NUT-13000,2025-04-01,2025-04-04,127985,United States,Columbus,Georgia,Gulf,31907,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Georgia,Lot's O' Nuts -> Gulf,R0012,"Columbus, Georgia",Second Class,,3,On Time,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,4,Friday,13.96,4,4.0,9.96,3.49,1.0,71.34670487106017,False,True
4528,US-2023-103947-CHO-SCR-58000,2025-04-01,2025-04-08,103947,United States,Sierra Vista,Arizona,Pacific,85635,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Sierra Vista, Arizona",Standard Class,,7,Delayed,Poor,2025,2,4,April,14,1,Tuesday,2025,2,4,April,15,8,Tuesday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
4529,US-2023-166674-CHO-TRI-54000,2025-04-01,2025-04-04,166674,United States,Auburn,New York,Atlantic,13021,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"Auburn, New York",Second Class,,3,On Time,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,4,Friday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
4530,US-2023-166674-CHO-SCR-58000,2025-04-01,2025-04-04,166674,United States,Auburn,New York,Atlantic,13021,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"Auburn, New York",Second Class,,3,On Time,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,4,Friday,21.6,6,6.6,15.0,3.6,1.0999999999999999,69.44444444444444,False,True
4531,US-2023-149902-CHO-TRI-54000,2025-04-01,2025-04-06,149902,United States,New York City,New York,Atlantic,10024,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,5,Moderate Delay,Average,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,6,Sunday,15.0,4,5.2,9.8,3.75,1.3,65.33333333333334,False,True
4532,US-2023-166674-CHO-NUT-13000,2025-04-01,2025-04-04,166674,United States,Auburn,New York,Atlantic,13021,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"Auburn, New York",Second Class,,3,On Time,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,4,Friday,10.47,3,3.0,7.47,3.49,1.0,71.34670487106017,False,True
4534,US-2023-161473-CHO-NUT-13000,2025-04-01,2025-04-05,161473,United States,New York City,New York,Atlantic,10035,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,4,Moderate Delay,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,5,Saturday,10.47,3,3.0,7.47,3.49,1.0,71.34670487106017,False,True
4535,US-2023-111213-CHO-SCR-58000,2025-04-01,2025-04-07,111213,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,6,Delayed,Average,2025,2,4,April,14,1,Tuesday,2025,2,4,April,15,7,Monday,3.6,1,1.1,2.5,3.6,1.1,69.44444444444444,False,True
4536,US-2023-103947-CHO-FUD-51000,2025-04-01,2025-04-06,103947,United States,Sierra Vista,Arizona,Pacific,85635,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Arizona,Lot's O' Nuts -> Pacific,R0003,"Sierra Vista, Arizona",Standard Class,,5,Moderate Delay,Average,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,6,Sunday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
4537,US-2023-161473-CHO-TRI-54000,2025-04-01,2025-04-07,161473,United States,New York City,New York,Atlantic,10035,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,6,Delayed,Average,2025,2,4,April,14,1,Tuesday,2025,2,4,April,15,7,Monday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
4539,US-2023-111213-CHO-MIL-31000,2025-04-01,2025-04-06,111213,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic,R0174,"New York City, New York",Standard Class,,5,Moderate Delay,Average,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,6,Sunday,26.0,8,9.12,16.88,3.25,1.14,64.92307692307692,False,True
