Order ID,State/Province,Region,City,Order Date,Factory,Ship Mode,Sales,Gross Profit,Profit Margin %,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Units,Cost
US-2023-107104-CHO-NUT-13000,California,Pacific,Los Angeles,2025-11-26,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2023-106915-CHO-SCR-58000,Texas,Interior,El Paso,2025-11-26,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,7,Delayed,Poor,4,4.40
US-2023-107104-CHO-TRI-54000,California,Pacific,Los Angeles,2025-11-26,Wicked Choccy's,Standard Class,33.75,22.05,65.33,6,Delayed,Average,9,11.70
US-2023-158309-CHO-MIL-31000,Florida,Gulf,Miami,2025-11-26,Wicked Choccy's,First Class,13.00,8.44,64.92,3,On Time,Good,4,4.56
US-2023-133711-CHO-MIL-31000,Alabama,Gulf,Mobile,2025-11-26,Wicked Choccy's,First Class,9.75,6.33,64.92,1,On Time,Excellent,3,3.42
US-2023-129693-CHO-MIL-31000,Washington,Pacific,Seattle,2025-11-26,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2023-158288-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2025-11-26,Lot's O' Nuts,Second Class,32.40,21.60,66.67,3,On Time,Good,9,10.80
US-2023-133711-CHO-MIL-31000,Alabama,Gulf,Mobile,2025-11-26,Wicked Choccy's,First Class,16.25,10.55,64.92,3,On Time,Good,5,5.70
US-2023-133711-CHO-FUD-51000,Alabama,Gulf,Mobile,2025-11-26,Lot's O' Nuts,First Class,25.20,16.80,66.67,2,On Time,Excellent,7,8.40
US-2023-145135-CHO-SCR-58000,Connecticut,Atlantic,Shelton,2025-11-26,Lot's O' Nuts,First Class,7.20,5.00,69.44,1,On Time,Excellent,2,2.20
US-2023-145135-CHO-TRI-54000,Connecticut,Atlantic,Shelton,2025-11-26,Wicked Choccy's,First Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2023-133711-OTH-GUM-21000,Alabama,Gulf,Mobile,2025-11-26,Secret Factory,First Class,10.00,5.20,52.00,2,On Time,Excellent,8,4.80
US-2023-126893-CHO-MIL-31000,Pennsylvania,Atlantic,Philadelphia,2025-11-26,Wicked Choccy's,Standard Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2023-159639-CHO-TRI-54000,New Jersey,Atlantic,Westfield,2025-11-27,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2023-104276-CHO-FUD-51000,Florida,Gulf,Fort Lauderdale,2025-11-27,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,4,Moderate Delay,Good,7,8.40
US-2023-162313-CHO-SCR-58000,Michigan,Interior,Lincoln Park,2025-11-27,Lot's O' Nuts,First Class,21.60,15.00,69.44,3,On Time,Good,6,6.60
US-2023-117583-CHO-MIL-31000,New Jersey,Atlantic,East Orange,2025-11-27,Wicked Choccy's,First Class,9.75,6.33,64.92,1,On Time,Excellent,3,3.42
US-2023-144911-CHO-SCR-58000,Kansas,Interior,Overland Park,2025-11-27,Lot's O' Nuts,First Class,18.00,12.50,69.44,1,On Time,Excellent,5,5.50
US-2023-117583-CHO-FUD-51000,New Jersey,Atlantic,East Orange,2025-11-27,Lot's O' Nuts,First Class,18.00,12.00,66.67,3,On Time,Good,5,6.00
US-2023-117583-CHO-TRI-54000,New Jersey,Atlantic,East Orange,2025-11-27,Wicked Choccy's,First Class,18.75,12.25,65.33,1,On Time,Excellent,5,6.50
US-2023-117583-CHO-MIL-31000,New Jersey,Atlantic,East Orange,2025-11-27,Wicked Choccy's,First Class,13.00,8.44,64.92,2,On Time,Excellent,4,4.56
US-2023-114230-CHO-TRI-54000,Arizona,Pacific,Phoenix,2025-11-27,Wicked Choccy's,Standard Class,15.00,9.80,65.33,6,Delayed,Average,4,5.20
US-2023-129686-CHO-MIL-31000,Illinois,Interior,Chicago,2025-11-27,Wicked Choccy's,Second Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2023-129686-CHO-TRI-54000,Illinois,Interior,Chicago,2025-11-27,Wicked Choccy's,Second Class,22.50,14.70,65.33,4,Moderate Delay,Good,6,7.80
US-2023-144911-CHO-FUD-51000,Kansas,Interior,Overland Park,2025-11-27,Lot's O' Nuts,First Class,18.00,12.00,66.67,1,On Time,Excellent,5,6.00
US-2023-104276-CHO-NUT-13000,Florida,Gulf,Fort Lauderdale,2025-11-27,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,5,Moderate Delay,Average,1,1.00
US-2023-152121-CHO-MIL-31000,Arizona,Pacific,Scottsdale,2025-11-27,Wicked Choccy's,Second Class,3.25,2.11,64.92,4,Moderate Delay,Good,1,1.14
US-2023-127243-CHO-SCR-58000,Pennsylvania,Atlantic,Philadelphia,2025-11-28,Lot's O' Nuts,Standard Class,25.20,17.50,69.44,6,Delayed,Average,7,7.70
US-2023-163167-CHO-NUT-13000,Georgia,Gulf,Marietta,2025-11-28,Lot's O' Nuts,Second Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
US-2023-105018-CHO-FUD-51000,Connecticut,Atlantic,Fairfield,2025-11-28,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2023-123617-CHO-MIL-31000,Florida,Gulf,Palm Coast,2025-11-28,Wicked Choccy's,Standard Class,19.50,12.66,64.92,7,Delayed,Poor,6,6.84
US-2023-127243-CHO-NUT-13000,Pennsylvania,Atlantic,Philadelphia,2025-11-28,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,6,Delayed,Average,2,2.00
US-2023-127243-CHO-TRI-54000,Pennsylvania,Atlantic,Philadelphia,2025-11-28,Wicked Choccy's,Standard Class,30.00,19.60,65.33,7,Delayed,Poor,8,10.40
US-2023-127243-CHO-SCR-58000,Pennsylvania,Atlantic,Philadelphia,2025-11-28,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2023-163167-CHO-MIL-31000,Georgia,Gulf,Marietta,2025-11-28,Wicked Choccy's,Second Class,19.50,12.66,64.92,5,Moderate Delay,Average,6,6.84
US-2023-163167-CHO-TRI-54000,Georgia,Gulf,Marietta,2025-11-28,Wicked Choccy's,Second Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2023-163167-CHO-NUT-13000,Georgia,Gulf,Marietta,2025-11-28,Lot's O' Nuts,Second Class,20.94,14.94,71.35,4,Moderate Delay,Good,6,6.00
US-2023-127243-CHO-SCR-58000,Pennsylvania,Atlantic,Philadelphia,2025-11-28,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,4,Moderate Delay,Good,3,3.30
US-2023-160241-CHO-FUD-51000,Illinois,Interior,Aurora,2025-11-29,Lot's O' Nuts,Second Class,14.40,9.60,66.67,5,Moderate Delay,Average,4,4.80
US-2023-131674-CHO-SCR-58000,Texas,Interior,Dallas,2025-11-29,Lot's O' Nuts,Second Class,7.20,5.00,69.44,3,On Time,Good,2,2.20
US-2023-156748-CHO-MIL-31000,Michigan,Interior,Detroit,2025-11-30,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2023-156748-CHO-MIL-31000,Michigan,Interior,Detroit,2025-11-30,Wicked Choccy's,Standard Class,13.00,8.44,64.92,5,Moderate Delay,Average,4,4.56
US-2023-156748-CHO-TRI-54000,Michigan,Interior,Detroit,2025-11-30,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2023-156748-CHO-FUD-51000,Michigan,Interior,Detroit,2025-11-30,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,5,Moderate Delay,Average,7,8.40
US-2023-134761-CHO-TRI-54000,North Carolina,Gulf,Hickory,2025-11-30,Wicked Choccy's,Same Day,3.75,2.45,65.33,0,On Time,Excellent,1,1.30
US-2023-113621-CHO-SCR-58000,Maryland,Atlantic,Rockville,2025-12-01,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,4,Moderate Delay,Good,2,2.20
US-2023-130393-CHO-SCR-58000,Texas,Interior,San Angelo,2025-12-01,Lot's O' Nuts,Second Class,18.00,12.50,69.44,5,Moderate Delay,Average,5,5.50
US-2023-130393-CHO-NUT-13000,Texas,Interior,San Angelo,2025-12-01,Lot's O' Nuts,Second Class,6.98,4.98,71.35,3,On Time,Good,2,2.00
US-2023-157336-CHO-MIL-31000,Connecticut,Atlantic,Fairfield,2025-12-01,Wicked Choccy's,Second Class,13.00,8.44,64.92,3,On Time,Good,4,4.56
US-2023-155768-CHO-TRI-54000,California,Pacific,Oxnard,2025-12-01,Wicked Choccy's,Same Day,7.50,4.90,65.33,1,On Time,Excellent,2,2.60
US-2023-136434-CHO-NUT-13000,Indiana,Interior,Richmond,2025-12-01,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,5,Moderate Delay,Average,3,3.00
US-2023-142594-CHO-MIL-31000,Massachusetts,Atlantic,Franklin,2025-12-01,Wicked Choccy's,Second Class,16.25,10.55,64.92,3,On Time,Good,5,5.70
US-2023-150035-CHO-MIL-31000,California,Pacific,San Francisco,2025-12-01,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2023-142594-CHO-MIL-31000,Massachusetts,Atlantic,Franklin,2025-12-01,Wicked Choccy's,Second Class,9.75,6.33,64.92,5,Moderate Delay,Average,3,3.42
US-2023-143805-CHO-MIL-31000,Virginia,Gulf,Richmond,2025-12-01,Wicked Choccy's,Second Class,22.75,14.77,64.92,5,Moderate Delay,Average,7,7.98
US-2023-130393-CHO-MIL-31000,Texas,Interior,San Angelo,2025-12-01,Wicked Choccy's,Second Class,13.00,8.44,64.92,5,Moderate Delay,Average,4,4.56
US-2023-136483-CHO-NUT-13000,Tennessee,Gulf,Knoxville,2025-12-01,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,4,Moderate Delay,Good,2,2.00
US-2023-104689-CHO-TRI-54000,California,Pacific,Los Angeles,2025-12-01,Wicked Choccy's,Standard Class,30.00,19.60,65.33,5,Moderate Delay,Average,8,10.40
US-2023-157336-CHO-NUT-13000,Connecticut,Atlantic,Fairfield,2025-12-01,Lot's O' Nuts,Second Class,20.94,14.94,71.35,3,On Time,Good,6,6.00
US-2023-155768-CHO-SCR-58000,California,Pacific,Oxnard,2025-12-01,Lot's O' Nuts,Same Day,10.80,7.50,69.44,1,On Time,Excellent,3,3.30
US-2023-155768-CHO-MIL-31000,California,Pacific,Oxnard,2025-12-01,Wicked Choccy's,Same Day,3.25,2.11,64.92,1,On Time,Excellent,1,1.14
US-2023-129903-CHO-TRI-54000,Minnesota,Interior,Rochester,2025-12-01,Wicked Choccy's,Second Class,15.00,9.80,65.33,3,On Time,Good,4,5.20
US-2023-155768-OTH-KAZ-38000,California,Pacific,Oxnard,2025-12-01,The Other Factory,Same Day,9.75,0.75,7.69,1,On Time,Excellent,3,9.00
US-2023-143805-CHO-FUD-51000,Virginia,Gulf,Richmond,2025-12-01,Lot's O' Nuts,Second Class,18.00,12.00,66.67,3,On Time,Good,5,6.00
US-2023-142594-CHO-TRI-54000,Massachusetts,Atlantic,Franklin,2025-12-01,Wicked Choccy's,Second Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2023-127698-CHO-NUT-13000,North Carolina,Gulf,Raleigh,2025-12-01,Lot's O' Nuts,Same Day,31.41,22.41,71.35,1,On Time,Excellent,9,9.00
US-2023-113621-CHO-NUT-13000,Maryland,Atlantic,Rockville,2025-12-01,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,6,Delayed,Average,3,3.00
US-2023-164770-OTH-LIC-15000,Texas,Interior,Houston,2025-12-02,Secret Factory,Second Class,200.00,100.00,50.00,5,Moderate Delay,Average,10,100.00
US-2023-113985-OTH-KAZ-38000,California,Pacific,San Jose,2025-12-02,The Other Factory,Standard Class,9.75,0.75,7.69,6,Delayed,Average,3,9.00
US-2023-163804-CHO-MIL-31000,Rhode Island,Atlantic,Providence,2025-12-02,Wicked Choccy's,Standard Class,19.50,12.66,64.92,7,Delayed,Poor,6,6.84
US-2023-113985-CHO-FUD-51000,California,Pacific,San Jose,2025-12-02,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,6,Delayed,Average,3,3.60
US-2023-113985-CHO-MIL-31000,California,Pacific,San Jose,2025-12-02,Wicked Choccy's,Standard Class,9.75,6.33,64.92,4,Moderate Delay,Good,3,3.42
US-2023-105354-CHO-NUT-13000,Iowa,Interior,Marion,2025-12-02,Lot's O' Nuts,Standard Class,27.92,19.92,71.35,4,Moderate Delay,Good,8,8.00
US-2023-113985-CHO-NUT-13000,California,Pacific,San Jose,2025-12-02,Lot's O' Nuts,Standard Class,6.98,4.98,71.35,7,Delayed,Poor,2,2.00
US-2023-155103-CHO-NUT-13000,New York,Atlantic,New York City,2025-12-02,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2023-155103-CHO-TRI-54000,New York,Atlantic,New York City,2025-12-02,Wicked Choccy's,Standard Class,11.25,7.35,65.33,5,Moderate Delay,Average,3,3.90
US-2023-155103-CHO-TRI-54000,New York,Atlantic,New York City,2025-12-02,Wicked Choccy's,Standard Class,3.75,2.45,65.33,4,Moderate Delay,Good,1,1.30
US-2023-108455-CHO-NUT-13000,California,Pacific,San Francisco,2025-12-02,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,5,Moderate Delay,Average,4,4.00
US-2023-108455-CHO-TRI-54000,California,Pacific,San Francisco,2025-12-02,Wicked Choccy's,Standard Class,26.25,17.15,65.33,6,Delayed,Average,7,9.10
US-2023-164770-CHO-SCR-58000,Texas,Interior,Houston,2025-12-02,Lot's O' Nuts,Second Class,32.40,22.50,69.44,3,On Time,Good,9,9.90
US-2023-163804-OTH-LIC-15000,Rhode Island,Atlantic,Providence,2025-12-02,Secret Factory,Standard Class,100.00,50.00,50.00,5,Moderate Delay,Average,5,50.00
US-2023-108455-CHO-SCR-58000,California,Pacific,San Francisco,2025-12-02,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2023-143154-CHO-NUT-13000,Colorado,Pacific,Longmont,2025-12-02,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2023-163804-CHO-MIL-31000,Rhode Island,Atlantic,Providence,2025-12-02,Wicked Choccy's,Standard Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
CA-2023-133541-CHO-MIL-31000,Nova Scotia,Atlantic,Halifax,2025-12-02,Wicked Choccy's,Standard Class,16.25,10.55,64.92,5,Moderate Delay,Average,5,5.70
CA-2023-124574-CHO-TRI-54000,New Brunswick,Atlantic,Moncton,2025-12-02,Wicked Choccy's,Standard Class,18.75,12.25,65.33,7,Delayed,Poor,5,6.50
CA-2023-111254-CHO-NUT-13000,New Brunswick,Atlantic,Moncton,2025-12-02,Lot's O' Nuts,Standard Class,24.43,17.43,71.35,5,Moderate Delay,Average,7,7.00
US-2023-149762-CHO-MIL-31000,California,Pacific,Morgan Hill,2025-12-03,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2023-150861-CHO-FUD-51000,New York,Atlantic,Oceanside,2025-12-03,Lot's O' Nuts,First Class,10.80,7.20,66.67,1,On Time,Excellent,3,3.60
US-2023-122063-CHO-MIL-31000,Indiana,Interior,Richmond,2025-12-03,Wicked Choccy's,Standard Class,3.25,2.11,64.92,6,Delayed,Average,1,1.14
US-2023-153598-CHO-SCR-58000,California,Pacific,Los Angeles,2025-12-03,Lot's O' Nuts,First Class,21.60,15.00,69.44,1,On Time,Excellent,6,6.60
US-2023-150861-CHO-MIL-31000,New York,Atlantic,Oceanside,2025-12-03,Wicked Choccy's,First Class,6.50,4.22,64.92,3,On Time,Good,2,2.28
US-2023-149762-CHO-SCR-58000,California,Pacific,Morgan Hill,2025-12-03,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,4,Moderate Delay,Good,3,3.30
US-2023-122063-CHO-FUD-51000,Indiana,Interior,Richmond,2025-12-03,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2023-161683-CHO-FUD-51000,Pennsylvania,Atlantic,Philadelphia,2025-12-03,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,5,Moderate Delay,Average,4,4.80
US-2023-149762-CHO-TRI-54000,California,Pacific,Morgan Hill,2025-12-03,Wicked Choccy's,Standard Class,30.00,19.60,65.33,4,Moderate Delay,Good,8,10.40
US-2023-150861-CHO-SCR-58000,New York,Atlantic,Oceanside,2025-12-03,Lot's O' Nuts,First Class,7.20,5.00,69.44,2,On Time,Excellent,2,2.20
US-2023-150861-CHO-SCR-58000,New York,Atlantic,Oceanside,2025-12-03,Lot's O' Nuts,First Class,28.80,20.00,69.44,1,On Time,Excellent,8,8.80
US-2023-149762-CHO-MIL-31000,California,Pacific,Morgan Hill,2025-12-03,Wicked Choccy's,Standard Class,9.75,6.33,64.92,4,Moderate Delay,Good,3,3.42
US-2023-161025-CHO-FUD-51000,California,Pacific,Los Angeles,2025-12-03,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,6,Delayed,Average,4,4.80
US-2023-150861-CHO-SCR-58000,New York,Atlantic,Oceanside,2025-12-03,Lot's O' Nuts,First Class,10.80,7.50,69.44,1,On Time,Excellent,3,3.30
US-2023-153598-CHO-MIL-31000,California,Pacific,Los Angeles,2025-12-03,Wicked Choccy's,First Class,16.25,10.55,64.92,2,On Time,Excellent,5,5.70
US-2023-126004-CHO-NUT-13000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,First Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
US-2023-105277-CHO-NUT-13000,New York,Atlantic,Auburn,2025-12-04,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2023-126004-CHO-FUD-51000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,First Class,3.60,2.40,66.67,2,On Time,Excellent,1,1.20
US-2023-112060-CHO-TRI-54000,California,Pacific,San Francisco,2025-12-04,Wicked Choccy's,Standard Class,3.75,2.45,65.33,4,Moderate Delay,Good,1,1.30
US-2023-126004-CHO-FUD-51000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,First Class,14.40,9.60,66.67,2,On Time,Excellent,4,4.80
US-2023-126004-CHO-NUT-13000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,First Class,6.98,4.98,71.35,1,On Time,Excellent,2,2.00
US-2023-139885-CHO-NUT-13000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,4,Moderate Delay,Good,6,6.00
US-2023-126004-CHO-SCR-58000,New York,Atlantic,New York City,2025-12-04,Lot's O' Nuts,First Class,3.60,2.50,69.44,1,On Time,Excellent,1,1.10
CA-2023-119508-CHO-NUT-13000,British Columbia,Pacific,Vancouver,2025-12-04,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,7,Delayed,Poor,6,6.00
CA-2023-119508-CHO-FUD-51000,British Columbia,Pacific,Vancouver,2025-12-04,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,4,Moderate Delay,Good,5,6.00
US-2023-143749-OTH-LIC-15000,Massachusetts,Atlantic,Franklin,2025-12-05,Secret Factory,First Class,20.00,10.00,50.00,3,On Time,Good,1,10.00
US-2023-114489-CHO-FUD-51000,Wisconsin,Interior,Franklin,2025-12-05,Lot's O' Nuts,Standard Class,28.80,19.20,66.67,7,Delayed,Poor,8,9.60
US-2023-146374-CHO-NUT-13000,Delaware,Atlantic,Newark,2025-12-05,Lot's O' Nuts,Second Class,3.49,2.49,71.35,4,Moderate Delay,Good,1,1.00
US-2023-124772-CHO-SCR-58000,Kentucky,Gulf,Murray,2025-12-05,Lot's O' Nuts,First Class,10.80,7.50,69.44,1,On Time,Excellent,3,3.30
US-2023-140564-CHO-FUD-51000,District of Columbia,Atlantic,Washington,2025-12-05,Lot's O' Nuts,Second Class,28.80,19.20,66.67,5,Moderate Delay,Average,8,9.60
US-2023-163636-CHO-SCR-58000,Illinois,Interior,Chicago,2025-12-05,Lot's O' Nuts,Second Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2023-114489-CHO-SCR-58000,Wisconsin,Interior,Franklin,2025-12-05,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2023-161389-CHO-SCR-58000,Washington,Pacific,Seattle,2025-12-05,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2023-146374-CHO-SCR-58000,Delaware,Atlantic,Newark,2025-12-05,Lot's O' Nuts,Second Class,25.20,17.50,69.44,5,Moderate Delay,Average,7,7.70
US-2023-145009-CHO-SCR-58000,Illinois,Interior,Chicago,2025-12-05,Lot's O' Nuts,Second Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2023-146374-CHO-MIL-31000,Delaware,Atlantic,Newark,2025-12-05,Wicked Choccy's,Second Class,3.25,2.11,64.92,3,On Time,Good,1,1.14
US-2023-109722-CHO-TRI-54000,Kentucky,Gulf,Georgetown,2025-12-05,Wicked Choccy's,Second Class,33.75,22.05,65.33,5,Moderate Delay,Average,9,11.70
US-2023-108434-CHO-TRI-54000,New York,Atlantic,New York City,2025-12-05,Wicked Choccy's,Second Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2023-114489-CHO-FUD-51000,Wisconsin,Interior,Franklin,2025-12-05,Lot's O' Nuts,Standard Class,39.60,26.40,66.67,6,Delayed,Average,11,13.20
US-2023-109722-CHO-SCR-58000,Kentucky,Gulf,Georgetown,2025-12-05,Lot's O' Nuts,Second Class,7.20,5.00,69.44,3,On Time,Good,2,2.20
US-2023-114489-CHO-FUD-51000,Wisconsin,Interior,Franklin,2025-12-05,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,6,Delayed,Average,3,3.60
US-2023-103674-CHO-MIL-31000,California,Pacific,Los Angeles,2025-12-06,Wicked Choccy's,Standard Class,22.75,14.77,64.92,4,Moderate Delay,Good,7,7.98
US-2023-169040-CHO-FUD-51000,Washington,Pacific,Seattle,2025-12-06,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,4,Moderate Delay,Good,7,8.40
US-2023-169040-CHO-NUT-13000,Washington,Pacific,Seattle,2025-12-06,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2023-162390-CHO-MIL-31000,New York,Atlantic,Hempstead,2025-12-06,Wicked Choccy's,Standard Class,42.25,27.43,64.92,4,Moderate Delay,Good,13,14.82
US-2023-103674-CHO-NUT-13000,California,Pacific,Los Angeles,2025-12-06,Lot's O' Nuts,Standard Class,48.86,34.86,71.35,6,Delayed,Average,14,14.00
US-2023-103674-CHO-TRI-54000,California,Pacific,Los Angeles,2025-12-06,Wicked Choccy's,Standard Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2023-162390-CHO-TRI-54000,New York,Atlantic,Hempstead,2025-12-06,Wicked Choccy's,Standard Class,26.25,17.15,65.33,7,Delayed,Poor,7,9.10
US-2023-169040-CHO-NUT-13000,Washington,Pacific,Seattle,2025-12-06,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,6,Delayed,Average,1,1.00
US-2023-103674-CHO-TRI-54000,California,Pacific,Los Angeles,2025-12-06,Wicked Choccy's,Standard Class,26.25,17.15,65.33,5,Moderate Delay,Average,7,9.10
US-2023-169040-CHO-NUT-13000,Washington,Pacific,Seattle,2025-12-06,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,7,Delayed,Poor,5,5.00
US-2023-103674-CHO-SCR-58000,California,Pacific,Los Angeles,2025-12-06,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,6,Delayed,Average,2,2.20
US-2023-114776-CHO-NUT-13000,California,Pacific,Antioch,2025-12-06,Lot's O' Nuts,First Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
US-2023-162390-CHO-SCR-58000,New York,Atlantic,Hempstead,2025-12-06,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,4,Moderate Delay,Good,2,2.20
US-2023-169040-CHO-MIL-31000,Washington,Pacific,Seattle,2025-12-06,Wicked Choccy's,Standard Class,3.25,2.11,64.92,6,Delayed,Average,1,1.14
US-2023-103674-CHO-TRI-54000,California,Pacific,Los Angeles,2025-12-06,Wicked Choccy's,Standard Class,7.50,4.90,65.33,6,Delayed,Average,2,2.60
US-2023-169040-CHO-FUD-51000,Washington,Pacific,Seattle,2025-12-06,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,7,Delayed,Poor,3,3.60
US-2023-103674-CHO-FUD-51000,California,Pacific,Los Angeles,2025-12-06,Lot's O' Nuts,Standard Class,18.00,12.00,66.67,5,Moderate Delay,Average,5,6.00
US-2023-160108-CHO-NUT-13000,Wisconsin,Interior,Eau Claire,2025-12-08,Lot's O' Nuts,Standard Class,24.43,17.43,71.35,6,Delayed,Average,7,7.00
US-2023-160108-CHO-SCR-58000,Wisconsin,Interior,Eau Claire,2025-12-08,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
US-2023-117590-CHO-TRI-54000,Texas,Interior,Richardson,2025-12-08,Wicked Choccy's,First Class,18.75,12.25,65.33,1,On Time,Excellent,5,6.50
US-2023-131289-CHO-TRI-54000,California,Pacific,San Francisco,2025-12-08,Wicked Choccy's,Standard Class,22.50,14.70,65.33,4,Moderate Delay,Good,6,7.80
US-2023-131289-CHO-TRI-54000,California,Pacific,San Francisco,2025-12-08,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2023-124562-CHO-SCR-58000,Ohio,Atlantic,Columbus,2025-12-08,Lot's O' Nuts,Standard Class,25.20,17.50,69.44,6,Delayed,Average,7,7.70
US-2023-158302-CHO-TRI-54000,Ohio,Atlantic,Columbus,2025-12-08,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2023-131289-CHO-SCR-58000,California,Pacific,San Francisco,2025-12-08,Lot's O' Nuts,Standard Class,25.20,17.50,69.44,6,Delayed,Average,7,7.70
US-2023-115224-CHO-FUD-51000,California,Pacific,San Francisco,2025-12-08,Lot's O' Nuts,Second Class,10.80,7.20,66.67,3,On Time,Good,3,3.60
US-2023-115224-CHO-TRI-54000,California,Pacific,San Francisco,2025-12-08,Wicked Choccy's,Second Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
US-2023-113733-CHO-FUD-51000,North Carolina,Gulf,Greenville,2025-12-08,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,6,Delayed,Average,3,3.60
US-2023-113733-CHO-MIL-31000,North Carolina,Gulf,Greenville,2025-12-08,Wicked Choccy's,Standard Class,9.75,6.33,64.92,6,Delayed,Average,3,3.42
US-2023-113733-CHO-TRI-54000,North Carolina,Gulf,Greenville,2025-12-08,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2023-134425-CHO-NUT-13000,Minnesota,Interior,Saint Paul,2025-12-08,Lot's O' Nuts,Second Class,17.45,12.45,71.35,5,Moderate Delay,Average,5,5.00
US-2023-117590-CHO-FUD-51000,Texas,Interior,Richardson,2025-12-08,Lot's O' Nuts,First Class,25.20,16.80,66.67,1,On Time,Excellent,7,8.40
US-2023-161844-CHO-SCR-58000,Tennessee,Gulf,Franklin,2025-12-09,Lot's O' Nuts,Second Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
